,text,label,matches
94,"['with', 'as', 'little', 'apparent', 'observation', '.', 'The', 'word', 'was', 'discovered', ',', 'and', 'with', 'a', 'faint', 'smile', 'pushed', 'away', '.', 'If', 'meant', 'to', 'be', 'immediately', 'mixed', 'with', 'the', 'others', ',', 'and', 'buried', 'from', 'sight', ',', 'she', 'should', 'have', 'looked', 'on', 'the', 'table', 'instead', 'of', 'looking', 'just', 'across', ',', 'for', 'it', 'was', 'not', 'mixed', ';', 'and', 'Harriet', ',', 'eager', 'after', 'every', 'fresh', 'word', ',', 'and', 'finding', 'out', 'none', ',', 'directly', 'took', 'it', 'up', ',', 'and', 'fell', 'to', 'work', '.', 'She', 'was', 'sitting', 'by', 'Mr.', 'Knightley', ',', 'and', 'turned', 'to', 'him', 'for', 'help', '.', 'The', 'word', 'was', '_blunder_', ';', 'and', 'as', 'Harriet', 'exultingly']",b,[]
95,"['get', 'the', 'speech', 'of', 'him', '.', 'I', 'have', 'nothing', 'to', 'do', 'with', 'William', ""'s"", 'wants', ',', 'but', 'it', 'really', 'is', 'of', 'very', 'great', 'importance', 'that', '_I_', 'should', 'see', 'Knightley', 'to-day', ';', 'and', 'it', 'becomes', 'a', 'matter', ',', 'therefore', ',', 'of', 'very', 'serious', 'inconvenience', 'that', 'I', 'should', 'have', 'had', 'this', 'hot', 'walk', 'to', 'no', 'purpose', '.', ""''"", 'Emma', 'felt', 'that', 'she', 'could', 'not', 'do', 'better', 'than', 'go', 'home', 'directly', '.', 'In', 'all', 'probability', 'she', 'was', 'at', 'this', 'very', 'time', 'waited', 'for', 'there', ';', 'and', 'Mr.', 'Knightley', 'might', 'be', 'preserved', 'from', 'sinking', 'deeper', 'in', 'aggression', 'towards', 'Mr.', 'Elton', ',', 'if', 'not', 'towards']",b,[]
96,"['loin', 'to', 'be', 'dressed', 'directly', 'in', 'any', 'manner', 'they', 'like', '.', ""''"", '``', 'That', ""'s"", 'right', ',', 'my', 'dear', ',', 'very', 'right', '.', 'I', 'had', 'not', 'thought', 'of', 'it', 'before', ',', 'but', 'that', 'is', 'the', 'best', 'way', '.', 'They', 'must', 'not', 'over-salt', 'the', 'leg', ';', 'and', 'then', ',', 'if', 'it', 'is', 'not', 'over-salted', ',', 'and', 'if', 'it', 'is', 'very', 'thoroughly', 'boiled', ',', 'just', 'as', 'Serle', 'boils', 'ours', ',', 'and', 'eaten', 'very', 'moderately', 'of', ',', 'with', 'a', 'boiled', 'turnip', ',', 'and', 'a', 'little', 'carrot', 'or', 'parsnip', ',', 'I', 'do', 'not', 'consider', 'it', 'unwholesome', '.', ""''"", '``', 'Emma', ',', ""''"", 'said', 'Mr.']",b,[]
97,"['marrying', ',', 'I', 'shall', 'be', 'very', 'well', 'off', ',', 'with', 'all', 'the', 'children', 'of', 'a', 'sister', 'I', 'love', 'so', 'much', ',', 'to', 'care', 'about', '.', 'There', 'will', 'be', 'enough', 'of', 'them', ',', 'in', 'all', 'probability', ',', 'to', 'supply', 'every', 'sort', 'of', 'sensation', 'that', 'declining', 'life', 'can', 'need', '.', 'There', 'will', 'be', 'enough', 'for', 'every', 'hope', 'and', 'every', 'fear', ';', 'and', 'though', 'my', 'attachment', 'to', 'none', 'can', 'equal', 'that', 'of', 'a', 'parent', ',', 'it', 'suits', 'my', 'ideas', 'of', 'comfort', 'better', 'than', 'what', 'is', 'warmer', 'and', 'blinder', '.', 'My', 'nephews', 'and', 'nieces', '!', '--', 'I', 'shall', 'often', 'have', 'a', 'niece', 'with', 'me']",b,[]
98,"['be', 'cared', 'for', '.', 'There', 'had', 'been', 'no', 'real', 'affection', 'either', 'in', 'his', 'language', 'or', 'manners', '.', 'Sighs', 'and', 'fine', 'words', 'had', 'been', 'given', 'in', 'abundance', ';', 'but', 'she', 'could', 'hardly', 'devise', 'any', 'set', 'of', 'expressions', ',', 'or', 'fancy', 'any', 'tone', 'of', 'voice', ',', 'less', 'allied', 'with', 'real', 'love', '.', 'She', 'need', 'not', 'trouble', 'herself', 'to', 'pity', 'him', '.', 'He', 'only', 'wanted', 'to', 'aggrandise', 'and', 'enrich', 'himself', ';', 'and', 'if', 'Miss', 'Woodhouse', 'of', 'Hartfield', ',', 'the', 'heiress', 'of', 'thirty', 'thousand', 'pounds', ',', 'were', 'not', 'quite', 'so', 'easily', 'obtained', 'as', 'he', 'had', 'fancied', ',', 'he', 'would', 'soon', 'try', 'for', 'Miss', 'Somebody']",b,[]
99,"['make', 'them', 'nine', ',', 'yet', 'he', 'always', 'said', 'so', 'little', ',', 'that', 'the', 'increase', 'of', 'noise', 'would', 'be', 'very', 'immaterial', '.', 'She', 'thought', 'it', 'in', 'reality', 'a', 'sad', 'exchange', 'for', 'herself', ',', 'to', 'have', 'him', 'with', 'his', 'grave', 'looks', 'and', 'reluctant', 'conversation', 'opposed', 'to', 'her', 'instead', 'of', 'his', 'brother', '.', 'The', 'event', 'was', 'more', 'favourable', 'to', 'Mr.', 'Woodhouse', 'than', 'to', 'Emma', '.', 'John', 'Knightley', 'came', ';', 'but', 'Mr.', 'Weston', 'was', 'unexpectedly', 'summoned', 'to', 'town', 'and', 'must', 'be', 'absent', 'on', 'the', 'very', 'day', '.', 'He', 'might', 'be', 'able', 'to', 'join', 'them', 'in', 'the', 'evening', ',', 'but', 'certainly', 'not', 'to', 'dinner', '.']",b,[]
100,"['family', ',', 'but', 'particularly', 'connected', 'with', 'it', ',', 'as', 'the', 'elder', 'brother', 'of', 'Isabella', ""'s"", 'husband', '.', 'He', 'lived', 'about', 'a', 'mile', 'from', 'Highbury', ',', 'was', 'a', 'frequent', 'visitor', ',', 'and', 'always', 'welcome', ',', 'and', 'at', 'this', 'time', 'more', 'welcome', 'than', 'usual', ',', 'as', 'coming', 'directly', 'from', 'their', 'mutual', 'connexions', 'in', 'London', '.', 'He', 'had', 'returned', 'to', 'a', 'late', 'dinner', ',', 'after', 'some', 'days', ""'"", 'absence', ',', 'and', 'now', 'walked', 'up', 'to', 'Hartfield', 'to', 'say', 'that', 'all', 'were', 'well', 'in', 'Brunswick', 'Square', '.', 'It', 'was', 'a', 'happy', 'circumstance', ',', 'and', 'animated', 'Mr.', 'Woodhouse', 'for', 'some', 'time', '.', 'Mr.', 'Knightley', 'had']",b,[]
101,"['than', 'on', 'Harriet', ""'s"", '--', 'more', 'anxious', 'that', 'she', 'should', 'escape', 'the', 'infection', ',', 'than', 'that', 'there', 'should', 'be', 'no', 'infection', 'in', 'the', 'complaint', '.', 'He', 'began', 'with', 'great', 'earnestness', 'to', 'entreat', 'her', 'to', 'refrain', 'from', 'visiting', 'the', 'sick-chamber', 'again', ',', 'for', 'the', 'present', '--', 'to', 'entreat', 'her', 'to', '_promise_', '_him_', 'not', 'to', 'venture', 'into', 'such', 'hazard', 'till', 'he', 'had', 'seen', 'Mr.', 'Perry', 'and', 'learnt', 'his', 'opinion', ';', 'and', 'though', 'she', 'tried', 'to', 'laugh', 'it', 'off', 'and', 'bring', 'the', 'subject', 'back', 'into', 'its', 'proper', 'course', ',', 'there', 'was', 'no', 'putting', 'an', 'end', 'to', 'his', 'extreme', 'solicitude', 'about', 'her', '.', 'She']",b,[]
102,"['but', 'not', 'without', 'strong', 'hopes', '.', 'At', 'last', ',', 'with', 'some', 'hesitation', ',', 'Harriet', 'said', '--', ""''"", 'Miss', 'Woodhouse', ',', 'as', 'you', 'will', 'not', 'give', 'me', 'your', 'opinion', ',', 'I', 'must', 'do', 'as', 'well', 'as', 'I', 'can', 'by', 'myself', ';', 'and', 'I', 'have', 'now', 'quite', 'determined', ',', 'and', 'really', 'almost', 'made', 'up', 'my', 'mind', '--', 'to', 'refuse', 'Mr.', 'Martin', '.', 'Do', 'you', 'think', 'I', 'am', 'right', '?', ""''"", '``', 'Perfectly', ',', 'perfectly', 'right', ',', 'my', 'dearest', 'Harriet', ';', 'you', 'are', 'doing', 'just', 'what', 'you', 'ought', '.', 'While', 'you', 'were', 'at', 'all', 'in', 'suspense', 'I', 'kept', 'my', 'feelings', 'to', 'myself', ',']",b,[]
103,"[',', 'which', 'a', 'day', 'spent', 'anywhere', 'from', 'home', 'confers', ',', 'was', 'making', 'himself', 'agreeable', 'among', 'the', 'rest', ';', 'and', 'having', 'satisfied', 'the', 'inquiries', 'of', 'his', 'wife', 'as', 'to', 'his', 'dinner', ',', 'convincing', 'her', 'that', 'none', 'of', 'all', 'her', 'careful', 'directions', 'to', 'the', 'servants', 'had', 'been', 'forgotten', ',', 'and', 'spread', 'abroad', 'what', 'public', 'news', 'he', 'had', 'heard', ',', 'was', 'proceeding', 'to', 'a', 'family', 'communication', ',', 'which', ',', 'though', 'principally', 'addressed', 'to', 'Mrs.', 'Weston', ',', 'he', 'had', 'not', 'the', 'smallest', 'doubt', 'of', 'being', 'highly', 'interesting', 'to', 'every', 'body', 'in', 'the', 'room', '.', 'He', 'gave', 'her', 'a', 'letter', ',', 'it', 'was', 'from', 'Frank']",b,[]
104,"['mind', 'walking', 'half', 'the', 'way', '.', 'I', 'could', 'change', 'my', 'shoes', ',', 'you', 'know', ',', 'the', 'moment', 'I', 'got', 'home', ';', 'and', 'it', 'is', 'not', 'the', 'sort', 'of', 'thing', 'that', 'gives', 'me', 'cold', '.', ""''"", '``', 'Indeed', '!', ""''"", 'replied', 'he', '.', '``', 'Then', ',', 'my', 'dear', 'Isabella', ',', 'it', 'is', 'the', 'most', 'extraordinary', 'sort', 'of', 'thing', 'in', 'the', 'world', ',', 'for', 'in', 'general', 'every', 'thing', 'does', 'give', 'you', 'cold', '.', 'Walk', 'home', '!', '--', 'you', 'are', 'prettily', 'shod', 'for', 'walking', 'home', ',', 'I', 'dare', 'say', '.', 'It', 'will', 'be', 'bad', 'enough', 'for', 'the', 'horses', '.', ""''"", 'Isabella', 'turned', 'to']",b,[]
105,"['Emma', 'began', 'to', 'feel', 'she', 'had', 'been', 'used', 'to', 'despise', 'the', 'place', 'rather', 'too', 'much', '.', 'She', 'questioned', 'him', 'as', 'to', 'the', 'society', 'in', 'Yorkshire', '--', 'the', 'extent', 'of', 'the', 'neighbourhood', 'about', 'Enscombe', ',', 'and', 'the', 'sort', ';', 'and', 'could', 'make', 'out', 'from', 'his', 'answers', 'that', ',', 'as', 'far', 'as', 'Enscombe', 'was', 'concerned', ',', 'there', 'was', 'very', 'little', 'going', 'on', ',', 'that', 'their', 'visitings', 'were', 'among', 'a', 'range', 'of', 'great', 'families', ',', 'none', 'very', 'near', ';', 'and', 'that', 'even', 'when', 'days', 'were', 'fixed', ',', 'and', 'invitations', 'accepted', ',', 'it', 'was', 'an', 'even', 'chance', 'that', 'Mrs.', 'Churchill', 'were', 'not', 'in', 'health']",b,[]
106,"[""'s"", 'coming', 'in', ';', 'and', 'if', ""Harriet's"", 'praise', 'could', 'have', 'satisfied', 'her', ',', 'she', 'might', 'soon', 'have', 'been', 'comforted', '.', '``', 'Oh', '!', 'if', 'I', 'could', 'but', 'play', 'as', 'well', 'as', 'you', 'and', 'Miss', 'Fairfax', '!', ""''"", '``', 'Do', ""n't"", 'class', 'us', 'together', ',', 'Harriet', '.', 'My', 'playing', 'is', 'no', 'more', 'like', 'her', ""'s"", ',', 'than', 'a', 'lamp', 'is', 'like', 'sunshine', '.', ""''"", '``', 'Oh', '!', 'dear', '--', 'I', 'think', 'you', 'play', 'the', 'best', 'of', 'the', 'two', '.', 'I', 'think', 'you', 'play', 'quite', 'as', 'well', 'as', 'she', 'does', '.', 'I', 'am', 'sure', 'I', 'had', 'much', 'rather', 'hear', 'you', '.', 'Every']",b,[]
107,"[';', 'for', 'you', 'know', 'Enscombe', '.', ""''"", '``', 'Yes', '--', 'I', 'have', 'some', 'right', 'to', 'that', 'knowledge', ';', 'though', 'I', 'have', 'never', 'been', 'at', 'the', 'place', 'in', 'my', 'life.', '--', 'She', 'is', 'an', 'odd', 'woman', '!', '--', 'But', 'I', 'never', 'allow', 'myself', 'to', 'speak', 'ill', 'of', 'her', ',', 'on', 'Frank', ""'s"", 'account', ';', 'for', 'I', 'do', 'believe', 'her', 'to', 'be', 'very', 'fond', 'of', 'him', '.', 'I', 'used', 'to', 'think', 'she', 'was', 'not', 'capable', 'of', 'being', 'fond', 'of', 'any', 'body', ',', 'except', 'herself', ':', 'but', 'she', 'has', 'always', 'been', 'kind', 'to', 'him', '(', 'in', 'her', 'way', '--', 'allowing', 'for', 'little', 'whims']",b,[]
108,"['wish', 'for', ',', 'I', 'am', 'sure', 'it', 'is', 'us', '.', 'We', 'may', 'well', 'say', 'that', '`', 'our', 'lot', 'is', 'cast', 'in', 'a', 'goodly', 'heritage', '.', ""'"", 'Well', ',', 'Mr.', 'Knightley', ',', 'and', 'so', 'you', 'actually', 'saw', 'the', 'letter', ';', 'well', '--', ""''"", ""''"", 'It', 'was', 'short', '--', 'merely', 'to', 'announce', '--', 'but', 'cheerful', ',', 'exulting', ',', 'of', 'course', '.', ""''"", '--', 'Here', 'was', 'a', 'sly', 'glance', 'at', 'Emma', '.', '``', 'He', 'had', 'been', 'so', 'fortunate', 'as', 'to', '--', 'I', 'forget', 'the', 'precise', 'words', '--', 'one', 'has', 'no', 'business', 'to', 'remember', 'them', '.', 'The', 'information', 'was', ',', 'as', 'you', 'state', ',']",b,[]
109,"['marry', ',', 'he', 'was', 'the', 'very', 'person', 'to', 'suit', 'her', 'in', 'age', ',', 'character', 'and', 'condition', '.', 'He', 'seemed', 'by', 'this', 'connexion', 'between', 'the', 'families', ',', 'quite', 'to', 'belong', 'to', 'her', '.', 'She', 'could', 'not', 'but', 'suppose', 'it', 'to', 'be', 'a', 'match', 'that', 'every', 'body', 'who', 'knew', 'them', 'must', 'think', 'of', '.', 'That', 'Mr.', 'and', 'Mrs.', 'Weston', 'did', 'think', 'of', 'it', ',', 'she', 'was', 'very', 'strongly', 'persuaded', ';', 'and', 'though', 'not', 'meaning', 'to', 'be', 'induced', 'by', 'him', ',', 'or', 'by', 'any', 'body', 'else', ',', 'to', 'give', 'up', 'a', 'situation', 'which', 'she', 'believed', 'more', 'replete', 'with', 'good', 'than', 'any', 'she', 'could']",b,[]
110,"['great', 'and', 'much', 'more', 'durable', '--', 'indeed', 'I', 'believe', 'it', 'was', 'half', 'an', 'hour', 'before', 'any', 'of', 'us', 'were', 'comfortable', 'again', '--', 'yet', 'that', 'was', 'too', 'general', 'a', 'sensation', 'for', 'any', 'thing', 'of', 'peculiar', 'anxiety', 'to', 'be', 'observable', '.', 'I', 'do', 'not', 'mean', 'to', 'say', ',', 'however', ',', 'that', 'you', 'might', 'not', 'have', 'made', 'discoveries', '.', ""''"", 'The', 'conversation', 'was', 'here', 'interrupted', '.', 'They', 'were', 'called', 'on', 'to', 'share', 'in', 'the', 'awkwardness', 'of', 'a', 'rather', 'long', 'interval', 'between', 'the', 'courses', ',', 'and', 'obliged', 'to', 'be', 'as', 'formal', 'and', 'as', 'orderly', 'as', 'the', 'others', ';', 'but', 'when', 'the', 'table', 'was', 'again']",b,[]
111,"['as', 'possible', '.', 'There', 'were', 'wishes', 'at', 'Randalls', 'respecting', 'Emma', ""'s"", 'destiny', ',', 'but', 'it', 'was', 'not', 'desirable', 'to', 'have', 'them', 'suspected', ';', 'and', 'the', 'quiet', 'transition', 'which', 'Mr.', 'Knightley', 'soon', 'afterwards', 'made', 'to', '``', 'What', 'does', 'Weston', 'think', 'of', 'the', 'weather', ';', 'shall', 'we', 'have', 'rain', '?', ""''"", 'convinced', 'her', 'that', 'he', 'had', 'nothing', 'more', 'to', 'say', 'or', 'surmise', 'about', 'Hartfield', '.', 'CHAPTER', 'VI', 'Emma', 'could', 'not', 'feel', 'a', 'doubt', 'of', 'having', 'given', 'Harriet', ""'s"", 'fancy', 'a', 'proper', 'direction', 'and', 'raised', 'the', 'gratitude', 'of', 'her', 'young', 'vanity', 'to', 'a', 'very', 'good', 'purpose', ',', 'for', 'she', 'found', 'her', 'decidedly', 'more']",b,[]
112,"['hope', 'that', 'it', 'may', '.', 'They', 'must', 'both', 'have', 'suffered', 'a', 'great', 'deal', 'under', 'such', 'a', 'system', 'of', 'secresy', 'and', 'concealment', '.', ""''"", '``', '_His_', 'sufferings', ',', ""''"", 'replied', 'Emma', 'dryly', ',', '``', 'do', 'not', 'appear', 'to', 'have', 'done', 'him', 'much', 'harm', '.', 'Well', ',', 'and', 'how', 'did', 'Mr.', 'Churchill', 'take', 'it', '?', ""''"", '``', 'Most', 'favourably', 'for', 'his', 'nephew', '--', 'gave', 'his', 'consent', 'with', 'scarcely', 'a', 'difficulty', '.', 'Conceive', 'what', 'the', 'events', 'of', 'a', 'week', 'have', 'done', 'in', 'that', 'family', '!', 'While', 'poor', 'Mrs.', 'Churchill', 'lived', ',', 'I', 'suppose', 'there', 'could', 'not', 'have', 'been', 'a', 'hope', ',', 'a', 'chance']",b,[]
113,"['the', 'world', '.', ""''"", '``', 'My', 'Emma', '!', ""''"", 'replied', 'Mrs.', 'Weston', ',', 'smiling', ',', '``', 'what', 'is', 'the', 'certainty', 'of', 'caprice', '?', ""''"", 'Then', 'turning', 'to', 'Isabella', ',', 'who', 'had', 'not', 'been', 'attending', 'before', '--', ""''"", 'You', 'must', 'know', ',', 'my', 'dear', 'Mrs.', 'Knightley', ',', 'that', 'we', 'are', 'by', 'no', 'means', 'so', 'sure', 'of', 'seeing', 'Mr.', 'Frank', 'Churchill', ',', 'in', 'my', 'opinion', ',', 'as', 'his', 'father', 'thinks', '.', 'It', 'depends', 'entirely', 'upon', 'his', 'aunt', ""'s"", 'spirits', 'and', 'pleasure', ';', 'in', 'short', ',', 'upon', 'her', 'temper', '.', 'To', 'you', '--', 'to', 'my', 'two', 'daughters', '--', 'I', 'may', 'venture', 'on', 'the']",b,[]
114,"['she', 'is', 'well', '?', ""''"", '``', 'Thank', 'you', '.', 'You', 'are', 'so', 'kind', '!', ""''"", 'replied', 'the', 'happily', 'deceived', 'aunt', ',', 'while', 'eagerly', 'hunting', 'for', 'the', 'letter.', '--', ""''"", 'Oh', '!', 'here', 'it', 'is', '.', 'I', 'was', 'sure', 'it', 'could', 'not', 'be', 'far', 'off', ';', 'but', 'I', 'had', 'put', 'my', 'huswife', 'upon', 'it', ',', 'you', 'see', ',', 'without', 'being', 'aware', ',', 'and', 'so', 'it', 'was', 'quite', 'hid', ',', 'but', 'I', 'had', 'it', 'in', 'my', 'hand', 'so', 'very', 'lately', 'that', 'I', 'was', 'almost', 'sure', 'it', 'must', 'be', 'on', 'the', 'table', '.', 'I', 'was', 'reading', 'it', 'to', 'Mrs.', 'Cole', ',', 'and', 'since']",b,[]
115,"['it', 'were', 'so', '--', 'Jane', 'passed', 'between', 'them', 'into', 'the', 'hall', ',', 'and', 'looked', 'at', 'neither', '.', 'There', 'was', 'no', 'time', 'for', 'farther', 'remark', 'or', 'explanation', '.', 'The', 'dream', 'must', 'be', 'borne', 'with', ',', 'and', 'Mr.', 'Knightley', 'must', 'take', 'his', 'seat', 'with', 'the', 'rest', 'round', 'the', 'large', 'modern', 'circular', 'table', 'which', 'Emma', 'had', 'introduced', 'at', 'Hartfield', ',', 'and', 'which', 'none', 'but', 'Emma', 'could', 'have', 'had', 'power', 'to', 'place', 'there', 'and', 'persuade', 'her', 'father', 'to', 'use', ',', 'instead', 'of', 'the', 'small-sized', 'Pembroke', ',', 'on', 'which', 'two', 'of', 'his', 'daily', 'meals', 'had', ',', 'for', 'forty', 'years', 'been', 'crowded', '.', 'Tea', 'passed', 'pleasantly']",b,[]
116,"['had', 'now', 'reached', 'the', 'age', 'which', 'her', 'own', 'judgment', 'had', 'fixed', 'on', 'for', 'beginning', '.', 'She', 'had', 'long', 'resolved', 'that', 'one-and-twenty', 'should', 'be', 'the', 'period', '.', 'With', 'the', 'fortitude', 'of', 'a', 'devoted', 'novitiate', ',', 'she', 'had', 'resolved', 'at', 'one-and-twenty', 'to', 'complete', 'the', 'sacrifice', ',', 'and', 'retire', 'from', 'all', 'the', 'pleasures', 'of', 'life', ',', 'of', 'rational', 'intercourse', ',', 'equal', 'society', ',', 'peace', 'and', 'hope', ',', 'to', 'penance', 'and', 'mortification', 'for', 'ever', '.', 'The', 'good', 'sense', 'of', 'Colonel', 'and', 'Mrs.', 'Campbell', 'could', 'not', 'oppose', 'such', 'a', 'resolution', ',', 'though', 'their', 'feelings', 'did', '.', 'As', 'long', 'as', 'they', 'lived', ',', 'no', 'exertions', 'would']",b,[]
117,"['himself', '.', 'She', 'believed', 'he', 'was', 'very', 'clever', ',', 'and', 'understood', 'every', 'thing', '.', 'He', 'had', 'a', 'very', 'fine', 'flock', ',', 'and', ',', 'while', 'she', 'was', 'with', 'them', ',', 'he', 'had', 'been', 'bid', 'more', 'for', 'his', 'wool', 'than', 'any', 'body', 'in', 'the', 'country', '.', 'She', 'believed', 'every', 'body', 'spoke', 'well', 'of', 'him', '.', 'His', 'mother', 'and', 'sisters', 'were', 'very', 'fond', 'of', 'him', '.', 'Mrs.', 'Martin', 'had', 'told', 'her', 'one', 'day', '(', 'and', 'there', 'was', 'a', 'blush', 'as', 'she', 'said', 'it', ',', ')', 'that', 'it', 'was', 'impossible', 'for', 'any', 'body', 'to', 'be', 'a', 'better', 'son', ',', 'and', 'therefore', 'she', 'was', 'sure']",b,[]
118,"['for', 'Miss', 'Smith', ""'s"", 'collection', ',', ""''"", 'said', 'he', '.', '``', 'Being', 'my', 'friend', ""'s"", ',', 'I', 'have', 'no', 'right', 'to', 'expose', 'it', 'in', 'any', 'degree', 'to', 'the', 'public', 'eye', ',', 'but', 'perhaps', 'you', 'may', 'not', 'dislike', 'looking', 'at', 'it', '.', ""''"", 'The', 'speech', 'was', 'more', 'to', 'Emma', 'than', 'to', 'Harriet', ',', 'which', 'Emma', 'could', 'understand', '.', 'There', 'was', 'deep', 'consciousness', 'about', 'him', ',', 'and', 'he', 'found', 'it', 'easier', 'to', 'meet', 'her', 'eye', 'than', 'her', 'friend', ""'s"", '.', 'He', 'was', 'gone', 'the', 'next', 'moment', ':', '--', 'after', 'another', 'moment', ""'s"", 'pause', ',', ""''"", 'Take', 'it', ',', ""''"", 'said', 'Emma', ',']",b,[]
119,"['is', 'really', 'very', 'sorry', 'to', 'lose', 'poor', 'Miss', 'Taylor', ',', 'and', 'I', 'am', 'sure', 'she', '_will_', 'miss', 'her', 'more', 'than', 'she', 'thinks', 'for', '.', ""''"", 'Emma', 'turned', 'away', 'her', 'head', ',', 'divided', 'between', 'tears', 'and', 'smiles', '.', '``', 'It', 'is', 'impossible', 'that', 'Emma', 'should', 'not', 'miss', 'such', 'a', 'companion', ',', ""''"", 'said', 'Mr.', 'Knightley', '.', '``', 'We', 'should', 'not', 'like', 'her', 'so', 'well', 'as', 'we', 'do', ',', 'sir', ',', 'if', 'we', 'could', 'suppose', 'it', ';', 'but', 'she', 'knows', 'how', 'much', 'the', 'marriage', 'is', 'to', 'Miss', 'Taylor', ""'s"", 'advantage', ';', 'she', 'knows', 'how', 'very', 'acceptable', 'it', 'must', 'be', ',', 'at', 'Miss']",b,[]
120,"[',', 'rich', ',', 'nor', 'married', '.', 'Miss', 'Bates', 'stood', 'in', 'the', 'very', 'worst', 'predicament', 'in', 'the', 'world', 'for', 'having', 'much', 'of', 'the', 'public', 'favour', ';', 'and', 'she', 'had', 'no', 'intellectual', 'superiority', 'to', 'make', 'atonement', 'to', 'herself', ',', 'or', 'frighten', 'those', 'who', 'might', 'hate', 'her', 'into', 'outward', 'respect', '.', 'She', 'had', 'never', 'boasted', 'either', 'beauty', 'or', 'cleverness', '.', 'Her', 'youth', 'had', 'passed', 'without', 'distinction', ',', 'and', 'her', 'middle', 'of', 'life', 'was', 'devoted', 'to', 'the', 'care', 'of', 'a', 'failing', 'mother', ',', 'and', 'the', 'endeavour', 'to', 'make', 'a', 'small', 'income', 'go', 'as', 'far', 'as', 'possible', '.', 'And', 'yet', 'she', 'was', 'a', 'happy', 'woman']",b,[]
121,"[',', ""''"", 'replied', 'Emma', '.', '``', 'There', 'was', 'a', 'strong', 'expectation', 'of', 'his', 'coming', 'soon', 'after', 'the', 'marriage', ',', 'but', 'it', 'ended', 'in', 'nothing', ';', 'and', 'I', 'have', 'not', 'heard', 'him', 'mentioned', 'lately', '.', ""''"", '``', 'But', 'you', 'should', 'tell', 'them', 'of', 'the', 'letter', ',', 'my', 'dear', ',', ""''"", 'said', 'her', 'father', '.', '``', 'He', 'wrote', 'a', 'letter', 'to', 'poor', 'Mrs.', 'Weston', ',', 'to', 'congratulate', 'her', ',', 'and', 'a', 'very', 'proper', ',', 'handsome', 'letter', 'it', 'was', '.', 'She', 'shewed', 'it', 'to', 'me', '.', 'I', 'thought', 'it', 'very', 'well', 'done', 'of', 'him', 'indeed', '.', 'Whether', 'it', 'was', 'his', 'own', 'idea', 'you']",b,[]
122,"['ill.', '--', 'She', 'was', 'then', 'able', 'to', 'walk', ',', 'though', 'but', 'slowly', ',', 'and', 'was', 'moving', 'away', '--', 'but', 'her', 'terror', 'and', 'her', 'purse', 'were', 'too', 'tempting', ',', 'and', 'she', 'was', 'followed', ',', 'or', 'rather', 'surrounded', ',', 'by', 'the', 'whole', 'gang', ',', 'demanding', 'more', '.', 'In', 'this', 'state', 'Frank', 'Churchill', 'had', 'found', 'her', ',', 'she', 'trembling', 'and', 'conditioning', ',', 'they', 'loud', 'and', 'insolent', '.', 'By', 'a', 'most', 'fortunate', 'chance', 'his', 'leaving', 'Highbury', 'had', 'been', 'delayed', 'so', 'as', 'to', 'bring', 'him', 'to', 'her', 'assistance', 'at', 'this', 'critical', 'moment', '.', 'The', 'pleasantness', 'of', 'the', 'morning', 'had', 'induced', 'him', 'to', 'walk', 'forward', ',']",b,[]
123,"['Emma', 'was', 'aware', 'that', 'great', 'must', 'be', 'the', 'difference', 'between', 'a', 'Mrs.', 'Weston', ',', 'only', 'half', 'a', 'mile', 'from', 'them', ',', 'and', 'a', 'Miss', 'Taylor', 'in', 'the', 'house', ';', 'and', 'with', 'all', 'her', 'advantages', ',', 'natural', 'and', 'domestic', ',', 'she', 'was', 'now', 'in', 'great', 'danger', 'of', 'suffering', 'from', 'intellectual', 'solitude', '.', 'She', 'dearly', 'loved', 'her', 'father', ',', 'but', 'he', 'was', 'no', 'companion', 'for', 'her', '.', 'He', 'could', 'not', 'meet', 'her', 'in', 'conversation', ',', 'rational', 'or', 'playful', '.', 'The', 'evil', 'of', 'the', 'actual', 'disparity', 'in', 'their', 'ages', '(', 'and', 'Mr.', 'Woodhouse', 'had', 'not', 'married', 'early', ')', 'was', 'much', 'increased', 'by', 'his']",b,[]
124,"['shewed', 'her', 'the', 'most', 'unvarying', 'kindness', ',', 'striving', 'to', 'occupy', 'and', 'amuse', 'her', ',', 'and', 'by', 'books', 'and', 'conversation', ',', 'to', 'drive', 'Mr.', 'Elton', 'from', 'her', 'thoughts', '.', 'Time', ',', 'she', 'knew', ',', 'must', 'be', 'allowed', 'for', 'this', 'being', 'thoroughly', 'done', ';', 'and', 'she', 'could', 'suppose', 'herself', 'but', 'an', 'indifferent', 'judge', 'of', 'such', 'matters', 'in', 'general', ',', 'and', 'very', 'inadequate', 'to', 'sympathise', 'in', 'an', 'attachment', 'to', 'Mr.', 'Elton', 'in', 'particular', ';', 'but', 'it', 'seemed', 'to', 'her', 'reasonable', 'that', 'at', 'Harriet', ""'s"", 'age', ',', 'and', 'with', 'the', 'entire', 'extinction', 'of', 'all', 'hope', ',', 'such', 'a', 'progress', 'might', 'be', 'made', 'towards', 'a']",b,[]
